vietnamese,tai_dam,is_augmented
quang quác,ꪀꪤ꪿ꪱꪀ ꪀꪤ꪿ꪱꪀ,False
quang ắp,ꪀꪤ꪿ꪱꪀ ꪀꪤ꪿ꪱꪀ,True
quang chênh,ꪀꪤ꪿ꪱꪀ ꪀꪤ꪿ꪱꪀ,True
nhố nhăng,ꪀꪤ꫁ꪱꪣ ꪀꪤꪳꪀ,False
nhố mỏm,ꪀꪤ꫁ꪱꪣ ꪀꪤꪳꪀ,True
lông bông,ꪁꪥꪱꪚ ꪹꪁꪷ꪿ ꪹꪥꪷ,False
dớp bông,ꪁꪥꪱꪚ ꪹꪁꪷ꪿ ꪹꪥꪷ,True
lông vong,ꪁꪥꪱꪚ ꪹꪁꪷ꪿ ꪶꪔꪙ,True
luôn chân luôn tay,ꪀꪤꪰꪒ ꪀꪤ꫁ꪮꪥ,False
luôn chân luôn sá,ꪀꪤꪰꪒ ꪀꪤ꫁ꪮꪥ,True
"lăng xăng, xăng xít",ꪀꪤ꫁ꪮꪥ ꪀꪤꪲꪒ,False
"lăng xăng, chầm xít",ꪀꪤ꫁ꪮꪥ ꪀꪤꪲꪒ,True
"nhăng xăng, xăng xít",ꪀꪤ꫁ꪮꪥ ꪀꪤꪲꪒ,True
"lon ton, con cón",ꪀꪤ꫁ꪮꪥ ꪀꪤ꫁ꪮꪥ,False
vượn,ꪀꪒꪱꪀ,False
cóng,ꪀꪒ꫁ꪱꪉ,False
cứng đờ,ꪀꪒ꫁ꪱꪉ ꪶꪄꪙ ꪶꪄ,False
cứng đờ,ꪀꪒ꫁ꪱꪉ ꪶꪄꪙ ꪐꪮꪀ,True
cứng đờ,ꪀꪒ꫁ꪱꪉ ꪘꪸꪉ ꪶꪄ,True
"khô, khô khốc",ꪵꪀꪒ꫁ꪉ,False
"khô, nịnh khốc",ꪵꪀꪒ꫁ꪉ,True
khô không khốc,ꪵꪀꪒ꫁ꪉ ꪀꪒꪲꪒ,False
huyết lươm khốc,ꪵꪀꪒ꫁ꪉ ꪀꪒꪲꪒ,True
mất hút,ꪀꪒꪾ꫁,False
"mất quặn,",ꪀꪒꪾ꫁,True
nguội,ꪀꪒ꫁ꪱꪉ,False
gùi,ꪀꪒꪴ꪿ꪉ,False
"góp vui, tán vui",ꪊꪱ,False
"góp vui, tán vui",ꪏꪷ꫁,True
"nó, vui, rẫm vui",ꪊꪱ,True
lăng xăng,ꪁꪩꪰꪉ ꪁꪩꪱꪒ,False
"lăng hầu,",ꪁꪩꪰꪉ ꪁꪩꪱꪒ,True
lao,ꪁꪩꪰ꪿ꪉ,False
óng,ꪁꪩꪰ꪿ꪉ,True
xó,ꪁꪩꪷ꫁,False
bông lơn,ꪁꪩꪷ꫁,False
"khóc, lơn",ꪁꪩꪷ꫁,True
xó xỉnh,ꪁꪩꪷ꫁ ꪶꪁꪩ꫁ꪀ,False
xó xỉnh,ꪀꪤꪲꪒ ꪶꪁꪩ꫁ꪀ,True
trơ,ꪁꪩ꫁ꪮꪀ,False
tót,ꪀꪨ꫁ꪮꪥ,False
tọt,ꪀꪨ꫁ꪮꪥ,False
"trơ trơ, nhơn nhơn",ꪁꪩꪷ꫁,False
dẫn xác,ꪁꪩꪷ꪿,False
dẫn xác,ꪶꪋ꫁,True
lợn cợn,ꪁꪩ꪿ꪮꪙ ꪵꪁꪩ꪿ꪙ,False
lợn nghỉ,ꪝ꪿ꪱꪥ ꪵꪁꪩ꪿ꪙ,True
lợn chím,ꪁꪩ꪿ꪮꪙ ꪵꪁꪩ꪿ꪙ,True
lọt thỏm,ꪁꪩꪮꪒ,False
lọt trẩu,ꪁꪩꪮꪒ,True
lọt oải,ꪁꪩꪮꪒ,True
tòi,ꪁꪩꪮꪒ,False
"giăng,",ꪁꪩꪮꪒ,True
"sổng miệng, sổng mồm",ꪁꪩꪮꪒ ꪶꪎꪚ,False
sổng phềnh sổng mồm,ꪁꪩꪮꪒ ꪶꪎꪚ,True
vật dài hình lăng trụ,ꪶꪁꪩ꪿,False
tráo trưng,ꪶꪁꪩ꫁ ꪹꪁꪸꪩ꫁,False
lổn nhổn,ꪶꪁꪩ꪿ꪙ ꪹꪁꪸꪩ꪿ꪙ,False
săn,ꪶꪁꪩ꪿ꪙ ꪶꪁꪩ꪿ꪙ,False
tọt,ꪶꪁꪩꪒ,False
bụa,ꪶꪁꪩꪒ,True
"ấn,",ꪶꪁꪩꪒ,True
óc trâu,ꪶꪁꪩ꪿ꪙ ꪹꪁꪸꪩ꪿ꪙ,False
óc thiển,ꪶꪁꪩ꪿ꪙ ꪹꪁꪸꪩ꪿ꪙ,True
óc trâu,ꪶꪁꪩ꪿ꪙ ꪏꪷ꫁,True
buột miệng,ꪶꪁꪩꪒ,False
"đẽo, miệng",ꪶꪁꪩꪒ,True
te te,ꪹꪀꪷ꪿ꪨꪀ ꪹꪮꪷ꪿ꪀ,False
"bấn, te",ꪹꪀꪷ꪿ꪨꪀ ꪹꪢꪒ,True
nưa,ꪀꪨꪴ꪿ꪀ ꪹꪀꪨ,False
"gảy,",ꪀꪨꪴ꪿ꪀ ꪹꪀꪨ,True
nưa,ꪵꪝ꫁ ꪵꪭ꫁ꪀ,True
lô xô,ꪀꪨꪺꪙ ꪀꪨꪺꪙ,False
"lấc cấc, nhâng nháo",ꪁꪩꪳꪒ ꪁꪩꪰ꪿ꪉ,False
"lấc cấc, nhâng nháo",ꪁꪩꪳꪒ ꪹꪝꪷꪚ,True
"gô cấc, nhâng nháo",ꪁꪩꪳꪒ ꪁꪩꪰ꪿ꪉ,True
thóp,ꪁꪣ꪿ꪮꪣ,False
tróm trém,ꪁꪣꪴ꫁ꪣ ꪁꪣꪴ꫁ꪣ,False
chỗ dày nhất của dạ dày trâu bò,ꪁꪙꪱ ꪘꪱ,False
"thơm, dày nhất của ong dày trâu bò",ꪁꪙꪱ ꪄꪸꪀ,True
chỗ dày cú của dạ dày trâu bò,ꪁꪙꪱ ꪘꪱ,True
cù,ꪵꪀꪘ꪿ꪀ,False
lưới,ꪁꪙꪱꪚ,False
níp,ꪀꪘꪲꪚ,False
"khuỷu chân, khoeo",ꪁꪙ꪿ꪮꪉ,False
khuỷu khén khoeo,ꪁꪙ꪿ꪮꪉ,True
khuỵu,ꪁꪙ꪿ꪮꪉ ꪤꪮꪀ,False
"thường,",ꪹꪎ꪿ ꪤꪮꪀ,True
cây,ꪀꪷ,False
cây phướn,ꪀꪷ ꪵꪭ꪿ꪫ,False
"tròng, phướn",ꪀꪷ ꪏꪳ꫁ꪙ,True
bồ câu,ꪀꪷ ꪵꪀ,False
bồ câu,ꪀꪷ ꪚꪮꪚ,True
chuyền đưa,ꪊ꪿ꪱꪙ ꪵꪀ,True
láu cá,ꪀꪷ ꪵꪀ,False
cây cối,ꪀꪷ ꪼꪣ꫁,False
"lẽ, cối",ꪀꪷ ꪼꪣ꫁,True
cây cỏ,ꪀꪷ ꪐ꫁ꪱ,False
giẻ,ꪀꪷ꪿,False
phức,ꪀꪷ꪿,True
nhen,ꪀꪷ꪿,False
chưng,ꪀꪷ꪿,True
chóe,ꪀꪷ꪿,True
"nhen nhúm, nhóm, khởi công",ꪀꪷ꪿,False
chớm,ꪀꪷ꪿,False
vấn,ꪀꪷ꪿,True
chớm nở,ꪀꪷ꪿ ꪶꪀ꪿ꪀ,False
xồng nở,ꪀꪷ꪿ ꪶꪀ꪿ꪀ,True
"hoài thai, chớm có thai",ꪀꪷ꪿ ꪣꪲ,False
hoài chảy chớm có thai,ꪹꪀꪱ꫁ ꪕꪴ꫁ꪉ,True
"cống, thai, chớm có thai",ꪀꪷ꪿ ꪣꪲ,True
kẽ nách,ꪀꪷ꪿ ꪎ꫁ꪱꪉ,False
"thớ kếch,",ꪀꪷ꪿ ꪎ꫁ꪱꪉ,True
kẽ nách,ꪬꪴ꪿ꪣ ꪎ꫁ꪱꪉ,True
đốt,ꪀꪷ꫁,False
đốt,ꪁ꪿ꪫꪱꪉ,True
địch,ꪀꪷ꫁,False
địch,ꪎ꫁ꪺꪥ,True
cái bật cung,ꪀꪷ꫁ ꪶꪀꪉ,False
trục ngang cái cán bông quay tay,ꪀꪷ꫁ ꪮꪲ꫁ꪫ,False
"nhiếc ngang cái mạng đĩ, quay tay",ꪀꪷ꫁ ꪹꪖ꫁ꪱ,True
đốt trúc để quay guồng xa kéo sợi,ꪀꪷ꫁ ꪼꪙ,False
đốt trúc để đi guồng bệ kéo sợi,ꪀꪷ꫁ ꪼꪙ,True
ống dẫn nước,ꪀꪷ꫁ ꪙꪾ꫁,False
tuốt dẫn nước,ꪀꪷ꫁ ꪙꪾ꫁,True
ống,ꪀꪷ꫁,False
cổ,ꪁꪷ,False
cổ,ꪶꪑꪉ,True
cuống,ꪁꪷ,False
cuống,ꪵꪜꪘ꫁ꪫ,True
ngáy,ꪁꪷ ꪶꪀꪙ,False
"khàn cổ, khản cổ",ꪁꪷ ꪵꪬꪚ,False
"ôi, cổ, khản cổ",ꪁꪷ ꪵꪬꪚ,True
"khàn cổ, khản cổ",ꪙꪱꪙ ꪵꪬꪚ,True
cổ họng,ꪁꪷ ꪬꪮꪥ,False
vục họng,ꪵꪄꪉ ꪶꪊꪒ,True
lạc giọng,ꪁꪷ ꪄꪫꪱ,False
phất giọng,ꪁꪷ ꪄꪫꪱ,True
khen giọng,ꪹꪨꪸꪙ ꪄꪫꪱ,True
cổ bồng,ꪁꪷ ꪀꪲ꪿ꪫ,False
hám bồng,ꪁꪷ ꪀꪲ꪿ꪫ,True
mạch nước,ꪁꪷ ꪙꪾ꫁,False
"cổ, cườm",ꪁꪷ꪿,False
"cổ, thình,",ꪁꪷ꪿,True
cổ chân,ꪁꪷ꪿ ꪵꪁ꪿ꪉ,False
dự chân,ꪁꪷ꪿ ꪵꪁ꪿ꪉ,True
"ống xương, lồng xương",ꪁꪷ꪿ ꪒꪴꪀ,False
"giết, tầng lồng xương",ꪹꪮꪒ ꪒꪴꪀ,True
"ống xương, lồng xương",ꪏ꪿ꪱꪣ ꪒꪴꪀ,True
khớp,ꪁꪷ꪿ ꪵꪁꪀ,False
cọ,ꪁꪷ꫁,False
cọ,ꪵꪪ,True
"rặc,",ꪁꪷ꫁,True
"cũng, đều",ꪁꪷ꫁,False
thế,ꪁꪷ꫁,False
cũng thể,ꪁꪷ꫁,False
"cũng thế, cũng vậy",ꪁꪷ꫁ ꪹꪋꪸ꫁ꪙ,False
"cũng thế, cũng dương",ꪬ꫁ꪽ ꪹꪋꪸ꫁ꪙ,True
một mực,ꪁꪷ꫁ ꪵꪁ꫁,False
cũng như,ꪁꪷ꫁ ꪵꪜꪀ,False
"cốc, củng",ꪀ꪿ꪮꪀ,False
lọc cọc,ꪁ꫁ꪮꪀ ꪵꪁ꫁ꪀ,False
cộc cộc,ꪁ꫁ꪮꪀ ꪁ꫁ꪮꪀ,False
quê lãnh,ꪁ꫁ꪮꪀ ꪁ꫁ꪮꪀ,True
đã,ꪁꪷ꫁,False
gỏi,ꪀ꫁ꪮꪥ,False
gỏi sinh cầm,ꪀ꫁ꪮꪥ ꪹꪁꪷꪣ,False
"gỏi cấp, cầm",ꪀ꫁ꪮꪥ ꪹꪁꪷꪣ,True
"khẽ, se sẽ, khe khẽ",ꪁ꪿ꪮꪥ,False
"giỡ, se sẽ, khe khẽ",ꪁ꪿ꪮꪥ,True
"khẽ, se nê lạy khẽ",ꪠ꪿ꪱꪫ,True
"từ từ, thong thả",ꪁ꪿ꪮꪥ,False
từ hục hển thả,ꪁ꪿ꪮꪥ,True
"khoan, thư thả",ꪁ꪿ꪮꪥ,False
mở thư thả,ꪁ꪿ꪮꪥ,True
hãy,ꪁ꪿ꪮꪥ,False
chuồng,ꪁꪮꪀ,False
"bỉm,",ꪁꪮꪀ,True
chuồng,ꪀꪺꪀ,True
"quặp, khum",ꪀꪮꪣ,False
ru,ꪀ꪿ꪮꪣ,False
lẩn,ꪀ꪿ꪮꪣ ꪀ꫁ꪮꪥ,False
"đoản, đoạn",ꪀ꫁ꪮꪣ,False
vụn,ꪀ꫁ꪮꪣ ꪵꪀ꫁ꪣ,False
vụn,ꪮꪾ꫁ ꪵꪀ꫁ꪣ,True
vụn,ꪤꪷ꪿ ꪵꪀ꫁ꪣ,True
"cộc cỡn, cũn cỡn",ꪀ꫁ꪮꪣ ꪀꪲꪒ,False
"cộc cỡn, cũn cỡn",ꪔ꪿ꪮꪥ ꪀꪲꪒ,True
mòn,ꪁ꪿ꪮꪣ,False
bẫy hình chuồng,ꪁꪮꪀ,False
cộc,ꪀ꫁ꪮꪣ,False
"lả, ngả",ꪁ꫁ꪮꪣ,False
rui,ꪀꪮꪙ,False
cài then,ꪀꪮꪙ,False
cài then,ꪕꪮꪥ,True
tập hậu,ꪀꪮꪙ ꪨꪰꪉ,False
trước,ꪀ꪿ꪮꪙ,False
kia,ꪀ꪿ꪮꪙ,False
kia,ꪥ꫁ꪱꪉ,True
trước khi,ꪀ꪿ꪮꪙ ꪹꪋꪷ,False
trước chóp,ꪀ꪿ꪮꪙ ꪹꪋꪷ,True
trước đây,ꪀ꪿ꪮꪙ ꪬ꫁ꪽ,False
"bần, đây",ꪀ꪿ꪮꪙ ꪬ꫁ꪽ,True
trước sau,ꪀ꪿ꪮꪙ ꪨꪰꪉ,False
trước sau,ꪀ꪿ꪮꪙ ꪑꪲꪉ,True
trước kia,ꪀ꪿ꪮꪙ ꪙ꫁ꪽ,False
cục,ꪀ꫁ꪮꪙ,False
chiếc,ꪀ꫁ꪮꪙ,False
giường,ꪵꪀ꪿ꪀ,True
vón,ꪀ꫁ꪮꪙ,False
già,ꪀ꫁ꪮꪙ,True
bòn,ꪀ꫁ꪮꪙ,False
bòn,ꪋꪱꪙ,True
bòn,ꪁꪩ꫁ꪮꪀ,True
bòn của,ꪀ꫁ꪮꪙ ꪹꪋ꪿꪿ꪉ,False
truất của,ꪀ꫁ꪮꪙ ꪹꪋ꪿꪿ꪉ,True
co quắm,ꪀ꫁ꪮꪙ ꪀꪮꪀ,False
co rộn,ꪀ꫁ꪮꪙ ꪀꪮꪀ,True
co mới,ꪀ꫁ꪮꪙ ꪀꪮꪀ,True
"bòn rút, bóc xén",ꪀ꫁ꪮꪙ ꪀꪮꪀ,False
đúng chuyên bóc xén,ꪀ꫁ꪮꪙ ꪀꪮꪀ,True
còn,ꪁꪮꪙ,False
"sông,",ꪁꪮꪙ,True
nhánh,ꪁꪮꪙ,False
chỗ ngủ của chim muông,ꪁꪮꪙ,False
chỗ than của chim muông,ꪁꪮꪙ,True
chỗ ngủ xệch chim ọc,ꪁꪮꪙ,True
quảy,ꪁꪮꪙ,False
long,ꪁꪮꪙ,False
sẩy,ꪹꪜꪸ꫁,True
nuôi gà để chọi,ꪁꪮꪙ,False
còn vòng,ꪁꪮꪙ ꪫꪮꪉ,False
còn đứt,ꪁꪮꪙ ꪫꪮꪉ,True
lung lay,ꪁꪮꪙ ꪔꪘ꪿ꪮꪥ ꪔꪘ꪿ꪮꪥ,False
"lung nhúc,",ꪁꪮꪙ ꪔꪘ꪿ꪮꪥ ꪔꪘ꪿ꪮꪥ,True
cáu,ꪁ꪿ꪮꪙ,False
cáu,ꪏꪮꪀ,True
rộm,ꪁ꪿ꪮꪙ,False
gậy,ꪁ꫁ꪮꪙ,False
gậy đập lúa,ꪁ꫁ꪮꪙ ꪹꪄ꫁ꪱ,False
ngóng đập lúa,ꪁ꫁ꪮꪙ ꪹꪄ꫁ꪱ,True
"búa, búa tay, búa đinh",ꪁ꫁ꪮꪙ ꪔꪲ,False
"búa, búa tay, anh đinh",ꪁ꫁ꪮꪙ ꪔꪲ,True
vồ,ꪁ꫁ꪮꪙ ꪹꪕꪷꪣꪙ,False
dùi đục,ꪁ꫁ꪮꪙ ꪔꪮꪀ ꪎꪲ꪿ꪫ,False
"dùi phèo,",ꪁ꫁ꪮꪙ ꪔꪮꪀ ꪎꪲ꪿ꪫ,True
dùi đục,ꪁ꫁ꪮꪙ ꪔꪮꪀ ꪣ꪿ꪱ,True
trống to và dài,ꪀꪮꪉ,False
tranh; to và dài,ꪤ꫁ꪱꪣ,True
"đống, đụn",ꪀꪮꪉ,False
"đống, xơi",ꪀꪮꪉ,True
suất,ꪀꪮꪉ,False
đánh đống,ꪀꪮꪉ,False
"cung, đác",ꪀꪮꪉ,True
cong,ꪀꪮꪉ,False
cong,ꪮꪲ꪿ꪣ,True
chổng mông,ꪀꪮꪉ ꪶꪀ꫁ꪙ,False
chồng đống,ꪀꪮꪉ ꪹꪮꪸ꫁ ꪹꪐꪸ꫁,False
chồng đống,ꪡꪳꪙ ꪹꪮꪸ꫁ ꪹꪐꪸ꫁,True
"rác, bớn",ꪀꪮꪉ ꪭ꫁ꪱ,False
hàng đống,ꪀꪮꪉ ꪹꪅꪸ꫁ꪀ,False
"lay lắt, vạ vật",ꪀꪮꪉ ꪅꪩꪳ꪿ꪙ,False
"lay sò, vạ vật",ꪀꪮꪉ ꪅꪩꪳ꪿ꪙ,True
"lay lắt, vạ mo,",ꪀꪮꪉ ꪅꪩꪳ꪿ꪙ,True
thi hài còn quàn lại,ꪀꪮꪉ ꪜꪱꪉ,False
"thi ngẫng còn quàn xác,",ꪀꪮꪉ ꪜꪱꪉ,True
tro hài,ꪀꪮꪉ ꪡꪮꪙ,False
tro chiếng,ꪀꪮꪉ ꪡꪮꪙ,True
"xây lưng, quay lưng",ꪀꪮꪉ ꪎꪨꪰꪉ,False
"xây lưng, nếm lưng",ꪀꪮꪉ ꪅꪑꪮꪀ,True
"xoang lưng, quay lưng",ꪀꪮꪉ ꪎꪨꪰꪉ,True
võng,ꪀ꪿ꪮꪉ,False
đầu rượu,ꪀ꪿ꪮꪉ ꪹꪨ꫁ꪱ,False
ống,ꪀ꫁ꪮꪉ,False
"gầm, gậm",ꪀ꫁ꪮꪉ,False
sức gậm,ꪀ꫁ꪮꪉ,True
giã trợt xay,ꪀ꫁ꪮꪉ,False
giã trợt chết,ꪹꪤꪷꪉ,True
ống phốc,ꪀ꫁ꪮꪉ ꪶꪀꪔꪚ,False
"móc, phốc",ꪀ꫁ꪮꪉ ꪶꪀꪔꪚ,True
ống xá,ꪀ꫁ꪮꪉ ꪶꪀꪔꪚ,True
ống để cuốn sợi chỉ,ꪀ꫁ꪮꪉ ꪨꪮꪒ,False
trải húc thòi sợi chỉ,ꪀ꫁ꪮꪉ ꪵꪡꪀ,True
ống để cuốn lạ chỉ,ꪀ꫁ꪮꪉ ꪨꪮꪒ,True
ống thổi,ꪀ꫁ꪮꪉ ꪹꪜ꪿ꪱ,False
câu thổi,ꪀ꫁ꪮꪉ ꪯꪸ,True
gầm trời,ꪀ꫁ꪮꪉ ꪡ꫁ꪱ,False
tù và,ꪀ꫁ꪮꪉ ꪀꪴꪒ,False
tù lén,ꪀ꫁ꪮꪉ ꪀꪴꪒ,True
"đùi, nhăn",ꪀ꫁ꪮꪉ ꪀꪴꪒ,True
"trĩu, ẻo",ꪀ꪿ꪮꪉ,False
"sáng, ẻo",ꪀ꪿ꪮꪉ,True
dưới,ꪀ꫁ꪮꪉ,False
ống thụt,ꪀ꫁ꪮꪉ ꪎꪲꪒ,False
"liệm, thụt",ꪀ꫁ꪮꪉ ꪎꪲꪒ,True
ống nhòm,ꪀ꫁ꪮꪉ ꪎ꪿ꪮꪉ,False
mong,ꪁꪮꪉ,False
kí,ꪁꪮꪉ,True
sụm,ꪁꪮꪉ,True
"mong chờ, ngong ngóng",ꪁꪮꪉ ꪬꪱ,False
mong mèn dành ngóng,ꪁꪮꪉ ꪤ꫁ꪱꪫ,True
mong mỏi,ꪁꪮꪉ ꪩꪷ ꪩꪷ,False
quý mỏi,ꪁꪮꪉ ꪩꪷ ꪩꪷ,True
mong đợi,ꪁꪮꪉ ꪖ꫁ꪱ,False
mong nhở,ꪁꪮꪉ ꪖ꫁ꪱ,True
"mong ước, ước mong",ꪁꪮꪉ ꪕꪷ꪿,False
"dẩy ước, ước mong",ꪁꪮꪉ ꪹꪗꪷ꫁ꪣ,True
"chiêng, cồng",ꪁ꫁ꪮꪉ,False
"chiêng, cồng",ꪁꪱꪫ,True
trống cơm,ꪁ꫁ꪮꪉ ꪚꪰ꫁ꪉ,False
nhạn cơm,ꪁ꫁ꪮꪉ ꪚꪰ꫁ꪉ,True
chiêng cái,ꪁ꫁ꪮꪉ ꪵꪣ꪿,False
chiêng bẹp,ꪁ꫁ꪮꪉ ꪵꪣ꪿,True
ý cái,ꪁ꫁ꪮꪉ ꪜ꫁ꪮꪙ,True
chiêng nhỏ,ꪁ꫁ꪮꪉ ꪝꪷ꪿,False
"cạp, viền, mép",ꪀꪮꪚ,False
"cạp, nức, viền",ꪀꪮꪚ,False
"cạp, nức, viền",ꪖꪲ꫁ꪣ,True
"vốc, núm",ꪀꪮꪚ,False
"góp, cóp",ꪀꪮꪚ,False
vốc,ꪀꪮꪚ,False
hùn,ꪀꪮꪚ,False
pha,ꪀꪮꪚ,True
rục,ꪚꪮꪉ,True
"gom góp, cóp nhặt",ꪀꪮꪚ ꪡꪱꪥ,False
"phễu góp, cóp nhặt",ꪹꪎꪉ ꪡꪱꪥ,True
"trữ góp, cóp nhặt",ꪀꪮꪚ ꪡꪱꪥ,True
lượt,ꪁꪮꪚ,False
xuể,ꪁꪮꪚ,False
chớm,ꪁꪮꪚ,True
lọm cọm,ꪁꪮꪚ ꪁꪮꪚ,False
cọm rọm,ꪁꪮꪚ ꪁꪮꪚ,False
"cọm dúm,",ꪁꪮꪚ ꪁꪮꪚ,True
"cọm cởi,",ꪁꪮꪚ ꪁꪮꪚ,True
quay vòng,ꪁꪮꪚ ꪁ꪿ꪺꪥ,False
quay gái,ꪁꪮꪚ ꪁ꪿ꪺꪥ,True
"quay nhởn,",ꪁꪮꪚ ꪁ꪿ꪺꪥ,True
trả lời dứt khoát,ꪁꪮꪚ ꪁꪫꪱꪣ,False
trả lời dứt khoát,ꪔꪱꪣ ꪶꪣ꫁ꪣ,True
trả lời dứt khoát,ꪁꪮꪚ ꪐ꫁ꪱ,True
chúc tụng,ꪀꪮꪚ ꪡꪱꪥ,False
còm cọm,ꪁꪮꪚ ꪁꪮꪚ,False
còm cọm,ꪔꪮꪣ ꪶꪊꪉ,True
ôm,ꪀꪮꪒ,False
"phùng,",ꪀꪮꪒ,True
ôm ấp,ꪀꪮꪒ ꪝꪽ,False
"dựng, cù,",ꪀꪮꪒ ꪝꪽ,True
ấp ủ,ꪀꪮꪒ ꪮꪴ꫁ꪣ,False
ấp ủ,ꪀꪮꪒ ꪭꪫꪱꪀ,True
trợt lớt,ꪁꪮꪒ,False
vét,ꪁꪮꪒ,False
"nạo, gọt",ꪁꪮꪒ,False
chót gọt,ꪁꪮꪒ,True
vét sạch,ꪁꪮꪒ ꪁ꫁ꪮꪥ,False
"ráo, ráo hảnh",ꪁꪮꪒ ꪁ꫁ꪮꪥ,False
"bần, ráo hảnh",ꪁꪮꪒ ꪹꪎꪸꪒ,True
"moi móc,",ꪁꪮꪒ ꪁ꫁ꪮꪥ,False
"moi móc,",ꪁꪮꪒ ꪝ꫁ꪱꪫ,True
"cót két, cọt kẹt",ꪁꪮꪒ ꪵꪁꪒ,False
"phách két, te kẹt",ꪁꪮꪒ ꪵꪁꪒ,True
"cót két, cọt dịp",ꪁꪮꪒ ꪵꪁꪒ,True
nạo tiền,ꪁꪮꪒ ꪹꪉꪷꪙ,False
nạo tiền,ꪁꪮꪒ ꪹꪘꪀ,True
"cố, rán, rốn",ꪶꪀ꪿,False
khúc,ꪶꪁ꪿,False
cỗ,ꪶꪁ꫁,False
"gốc, cội, cỗi",ꪶꪀ꪿ꪀ,False
"gốc, cội, bầy",ꪶꪀ꪿ꪀ,True
"vốn, gốc",ꪶꪀ꪿ꪀ,False
thọt gốc,ꪶꪀ꪿ꪀ,True
"vốn, gốc",ꪩ꪿ꪱꪫ,True
cả,ꪶꪀ꪿ꪀ,False
đầu,ꪶꪀ꪿ꪀ,False
đầu,ꪁꪩꪮꪒ,True
đứng đầu,ꪶꪀ꪿ꪀ,False
đứng đều,ꪶꪀ꪿ꪀ,True
cốc,ꪶꪀ꪿ꪀ,False
cốp,ꪶꪀ꪿ꪀ,False
gáy,ꪶꪀ꪿ꪀ ꪶꪀꪨ꫁ꪙ,False
khấu đuôi,ꪶꪀ꪿ꪀ ꪬꪱꪉ,False
"khấu lùn,",ꪶꪀ꪿ꪀ ꪮꪫꪱꪙ,True
khấu đỗi,ꪶꪀ꪿ꪀ ꪄꪺꪒ,True
"thu thập, thu nhặt",ꪶꪀ꪿ꪀ ꪬꪮꪣ,False
"ạch thập, thu nhặt",ꪶꪀ꪿ꪀ ꪬꪮꪣ,True
mang tai,ꪶꪀ꪿ꪀ ꪬꪴ,False
mang tai,ꪶꪮꪒ ꪥꪲ꪿,True
mang ngoẵng,ꪶꪀ꪿ꪀ ꪬꪴ,True
chân răng,ꪶꪀ꪿ꪀ ꪹꪬꪀ,False
"gốc gác, gốc tích",ꪶꪀ꪿ꪀ ꪵꪀ꪿ꪙ,False
bẹn,ꪶꪀ꪿ꪀ ꪄꪱ,False
đầu cánh tay,ꪶꪀ꪿ꪀ ꪵꪄꪙ,False
đầu tiên,ꪶꪀ꪿ꪀ ꪵꪅꪫꪀ,False
đầu tiên,ꪶꪀ꪿ꪀ ꪄꪫꪸꪙ,True
đầu não,ꪶꪀ꪿ꪀ ꪀꪷ,False
cốt lõi,ꪶꪀ꪿ꪀ ꪵꪀ꪿ꪙ,False
"viền, lõi",ꪶꪀ꪿ꪀ ꪵꪀ꪿ꪙ,True
ban đầu,ꪶꪀ꪿ꪀ ꪵꪅꪫꪀ,False
cuống lưỡi,ꪶꪀ꪿ꪀ ꪩꪲ꫁ꪙ,False
cuống lọi,ꪶꪀ꪿ꪀ ꪔꪲ꪿ꪉ,True
cuống quen,ꪶꪀ꪿ꪀ ꪩꪲ꫁ꪙ,True
"đầu đuôi, cỗi ngọn",ꪶꪀ꪿ꪀ ꪜꪱꪥ,False
"đầu đuôi, cỗi ngọn",ꪐꪽ ꪜꪱꪥ,True
"chân tóc, chân tơ",ꪶꪀ꪿ꪀ ꪶꪠꪣ,False
cộc,ꪶꪁ꫁ꪀ,False
cợ,ꪶꪁ꫁ꪀ,True
cồng cộc,ꪶꪁ꫁ꪀ ꪶꪁ꫁ꪀ,False
nhễ cộc,ꪠꪱꪀ ꪶꪁ꫁ꪀ,True
lộc cộc,ꪶꪁ꫁ꪀ ꪹꪁꪸ꫁ꪀ,False
lộc cộc,ꪶꪁ꫁ꪀ ꪁꪳꪙ,True
mông,ꪶꪀꪥ,False
đá,ꪶꪀ꪿ꪥ,False
đá văng,ꪶꪀ꪿ꪥ ꪗꪲ꫁,False
đá dom,ꪶꪀ꪿ꪥ ꪗꪲ꫁,True
đá văng,ꪶꪀ꪿ꪥ ꪔꪽ,True
sai khớp,ꪶꪁꪀ,False
"hạt, khớp",ꪶꪁꪀ,True
tròn,ꪶꪀꪣ,False
"chửng, trọn",ꪶꪀꪣ,False
"chửng, thò,",ꪶꪀꪣ,True
tròn trĩnh,ꪶꪀꪣ ꪮꪘꪴ꪿ꪣ,False
"lạnh, trĩnh",ꪶꪀꪣ ꪮꪘꪴ꪿ꪣ,True
tròn chiều,ꪶꪀꪣ ꪐꪱꪫ,True
cúi,ꪶꪀ꫁ꪣ,False
kín,ꪶꪀ꫁ꪣ,False
"xấp, gấp bội",ꪶꪀ꫁ꪣ,False
"xấp, gấp bội",ꪜꪲ꪿,True
"đủ để bao, để nuôi",ꪶꪀ꫁ꪣ,False
"đủ để bao, độc, nuôi",ꪶꪀ꫁ꪣ,True
khum khum,ꪶꪀꪣ,False
khum khum,ꪵꪏꪉ,True
